Product ID,Product Name,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,Color/Size Variations,Product Ratings
BJ802D67,Laptop,44.75,13.0,,16x11x6 cm,2023-01-01,2025-01-01,Red/Small,2.0
ANNXNSBG,Monitor,121.1,87.0,1.0,9x9x10 cm,2023-03-15,2025-01-01,Green/Large,5.0
NQT6QB4G,Laptop,272.61,6.0,1.0,9x18x18 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
2RID5QV8,Laptop,272.19,38.0,1.0,14x11x7 cm,2023-07-30,2024-01-01,Red/Small,1.0
AHJJ9MMQ,Smartphone,85.37,,2.0,7x19x15 cm,2023-03-15,2026-01-01,Red/Small,2.0
U9NUSEPY,Laptop,415.05,49.0,3.0,7x13x6 cm,2023-01-01,2024-01-01,Green/Large,3.0
XYPN9YWX,Laptop,164.16,72.0,2.0,20x7x10 cm,2023-03-15,2024-01-01,Green/Large,5.0
W24X1558,Smartphone,374.35,48.0,2.0,18x15x11 cm,2023-03-15,2026-01-01,Red/Small,2.0
84YQOMTX,Monitor,135.98,20.0,3.0,18x13x16 cm,2023-03-15,2026-01-01,Blue/Medium,
142EX65V,Monitor,,,3.0,6x19x11 cm,2023-01-01,2025-01-01,Green/Large,4.0
K6H5WUYW,Headphones,471.31,19.0,,11x12x16 cm,2023-01-01,2026-01-01,Red/Small,1.0
EM2L8FS3,Monitor,205.49,5.0,2.0,19x8x13 cm,2023-03-15,2026-01-01,Green/Large,
SZZ2L6KZ,Smartphone,,,1.0,20x7x10 cm,2023-03-15,2025-01-01,Green/Large,1.0
NIYJYXES,Monitor,277.79,85.0,1.0,11x7x18 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
UZE6AP4L,Laptop,327.54,6.0,,20x14x13 cm,2023-01-01,2024-01-01,Green/Large,
U4PU13YS,Headphones,407.05,100.0,1.0,8x14x11 cm,2023-01-01,2025-01-01,Red/Small,5.0
OAEZJXEQ,Smartphone,72.24,,2.0,10x9x18 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
745UGJ18,Smartphone,416.93,17.0,,15x20x20 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
U1JGMRAU,Smartphone,185.05,50.0,1.0,13x20x9 cm,2023-07-30,2024-01-01,Red/Small,5.0
SHDDGT8L,Laptop,25.65,76.0,1.0,7x18x16 cm,2023-01-01,2025-01-01,Red/Small,2.0
M64I09LK,Headphones,22.01,21.0,2.0,13x19x20 cm,2023-03-15,2024-01-01,Green/Large,5.0
41V4RRYL,Laptop,474.54,54.0,3.0,13x15x9 cm,2023-03-15,2024-01-01,Green/Large,1.0
CRD3M1WV,Smartphone,198.8,9.0,2.0,20x17x14 cm,2023-01-01,2024-01-01,Red/Small,
1PSF7DU7,Headphones,159.26,30.0,2.0,20x8x12 cm,2023-01-01,2025-01-01,Green/Large,
JPL6TXI2,Headphones,314.47,53.0,,12x15x14 cm,2023-03-15,2026-01-01,Red/Small,3.0
FN9X0U6S,Smartphone,,86.0,1.0,7x8x17 cm,2023-07-30,2024-01-01,Blue/Medium,
0WWCDW4P,Headphones,,,1.0,16x7x16 cm,2023-07-30,2024-01-01,Green/Large,
Q69YPGR8,Laptop,434.87,4.0,1.0,14x6x8 cm,2023-01-01,2026-01-01,Green/Large,4.0
TVA0W3AY,Laptop,123.46,100.0,,20x6x11 cm,2023-07-30,2024-01-01,Blue/Medium,2.0
9RFYRX90,Headphones,116.67,24.0,3.0,17x12x6 cm,2023-01-01,2026-01-01,Red/Small,4.0
ULCTVPE0,Laptop,,6.0,2.0,8x7x10 cm,2023-03-15,2026-01-01,Green/Large,2.0
XY0FVYWF,Smartphone,80.02,47.0,2.0,13x8x7 cm,2023-03-15,2026-01-01,Red/Small,
YOH8JG32,Laptop,22.54,43.0,1.0,12x10x11 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
G08V1V7O,Smartphone,335.59,92.0,2.0,8x16x14 cm,2023-01-01,2025-01-01,Blue/Medium,
5C88SRIX,Headphones,292.69,60.0,,18x16x8 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
7F81A1BU,Laptop,304.3,22.0,,15x19x9 cm,2023-03-15,2026-01-01,Green/Large,
LOD5ZWC2,Smartphone,409.91,88.0,3.0,15x20x10 cm,2023-03-15,2025-01-01,Green/Large,3.0
TJY0THIW,Smartphone,141.03,7.0,3.0,5x15x19 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
F2368VOH,Laptop,473.09,83.0,2.0,17x9x5 cm,2023-01-01,2025-01-01,Green/Large,3.0
847X11LO,Laptop,339.61,35.0,3.0,14x7x10 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
XLO68YNH,Smartphone,177.58,80.0,1.0,16x11x15 cm,2023-07-30,2024-01-01,Blue/Medium,1.0
NLHLRF2Y,Headphones,102.54,85.0,1.0,9x10x7 cm,2023-07-30,2026-01-01,Red/Small,5.0
0A04Z7SM,Laptop,193.81,4.0,2.0,5x20x17 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
5QUKE325,Monitor,219.31,9.0,2.0,11x8x11 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
SRZ59HDK,Headphones,27.54,50.0,1.0,17x16x15 cm,2023-03-15,2024-01-01,Green/Large,2.0
HMJ4BJQF,Monitor,170.22,,2.0,16x6x9 cm,2023-07-30,2026-01-01,Green/Large,4.0
N8HMJ2W2,Laptop,126.04,7.0,3.0,20x5x17 cm,2023-03-15,2026-01-01,Green/Large,5.0
9CEWFFAD,Monitor,294.67,53.0,2.0,19x13x19 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
ACM6R78Q,Headphones,211.17,49.0,2.0,14x19x19 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
HT3W81Y2,Headphones,139.07,45.0,1.0,5x14x8 cm,2023-07-30,2024-01-01,Green/Large,1.0
IIPOVMIP,Smartphone,172.28,30.0,,12x8x10 cm,2023-01-01,2024-01-01,Blue/Medium,4.0
UOQ155EU,Monitor,362.7,,2.0,13x17x19 cm,2023-01-01,2024-01-01,Red/Small,
5SXDX1WK,Headphones,152.65,63.0,2.0,9x6x5 cm,2023-03-15,2024-01-01,Green/Large,
Q0F9AA81,Smartphone,356.36,93.0,3.0,10x13x16 cm,2023-03-15,2025-01-01,Green/Large,4.0
QNFCX5M8,Laptop,,34.0,1.0,15x9x9 cm,2023-01-01,2026-01-01,Green/Large,
QI728MSV,Laptop,202.53,61.0,3.0,16x5x5 cm,2023-01-01,2024-01-01,Blue/Medium,4.0
Q2S5P1VU,Laptop,186.18,70.0,2.0,6x19x17 cm,2023-01-01,2024-01-01,Red/Small,5.0
NJBX5JS5,Laptop,464.65,,,14x12x15 cm,2023-03-15,2025-01-01,Blue/Medium,5.0
BTIGH4DW,Laptop,,62.0,1.0,18x12x7 cm,2023-03-15,2024-01-01,Blue/Medium,
DYISN4I8,Smartphone,448.38,82.0,2.0,17x19x8 cm,2023-03-15,2026-01-01,Blue/Medium,
USV26PFP,Monitor,404.77,79.0,3.0,5x10x10 cm,2023-07-30,2026-01-01,Blue/Medium,5.0
96J752EV,Monitor,98.64,46.0,1.0,17x18x11 cm,2023-01-01,2026-01-01,Red/Small,2.0
F1A74VIK,Monitor,,,3.0,7x20x9 cm,2023-07-30,2025-01-01,Green/Large,4.0
0EYP12N3,Smartphone,287.4,100.0,,8x9x10 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
LY3XJJZV,Laptop,246.47,33.0,3.0,5x17x7 cm,2023-01-01,2025-01-01,Red/Small,
D3515P7M,Laptop,369.6,20.0,1.0,19x18x10 cm,2023-07-30,2024-01-01,Green/Large,5.0
7BZD8T2Q,Headphones,81.1,48.0,3.0,13x13x6 cm,2023-01-01,2025-01-01,Blue/Medium,5.0
MEDV8MXW,Laptop,,12.0,1.0,15x12x15 cm,2023-07-30,2024-01-01,Blue/Medium,1.0
AG7U9WKT,Smartphone,,49.0,2.0,19x6x19 cm,2023-01-01,2024-01-01,Red/Small,
9AWEDJ6C,Smartphone,349.04,19.0,1.0,8x5x16 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
T9J2UCKN,Monitor,351.91,90.0,2.0,18x16x7 cm,2023-03-15,2024-01-01,Green/Large,5.0
YKVOEO3W,Monitor,,72.0,,20x17x6 cm,2023-07-30,2026-01-01,Red/Small,5.0
BURI84OH,Headphones,290.11,94.0,3.0,10x17x18 cm,2023-07-30,2026-01-01,Green/Large,4.0
NYSQL9E2,Laptop,417.43,,3.0,20x15x15 cm,2023-03-15,2026-01-01,Red/Small,1.0
STFVU08I,Smartphone,,,2.0,16x16x10 cm,2023-03-15,2026-01-01,Red/Small,
RYH55BWG,Headphones,,,1.0,18x15x8 cm,2023-01-01,2024-01-01,Green/Large,4.0
ZUDZZMDT,Smartphone,412.51,10.0,3.0,5x13x10 cm,2023-01-01,2024-01-01,Red/Small,4.0
7DVCVLMV,Smartphone,336.87,13.0,3.0,19x9x16 cm,2023-03-15,2026-01-01,Green/Large,5.0
4J92E9AZ,Headphones,465.39,33.0,3.0,17x6x12 cm,2023-03-15,2026-01-01,Green/Large,1.0
O2B6A3Z6,Smartphone,,,1.0,10x12x10 cm,2023-07-30,2024-01-01,Red/Small,1.0
KJ4LSAX7,Laptop,211.52,57.0,1.0,15x7x18 cm,2023-07-30,2024-01-01,Green/Large,5.0
8Q1HO1SL,Laptop,437.48,11.0,2.0,19x17x10 cm,2023-03-15,2026-01-01,Green/Large,4.0
GSQ2PQDV,Laptop,311.76,46.0,1.0,14x15x16 cm,2023-07-30,2026-01-01,Green/Large,
XDILPVTS,Laptop,24.22,87.0,3.0,9x10x11 cm,2023-03-15,2024-01-01,Red/Small,1.0
L09XYWRY,Laptop,188.56,75.0,3.0,9x18x15 cm,2023-03-15,2026-01-01,Red/Small,5.0
7JOF52FG,Headphones,,35.0,1.0,9x14x8 cm,2023-03-15,2024-01-01,Green/Large,5.0
7LMG6C49,Headphones,,,2.0,19x9x15 cm,2023-03-15,2026-01-01,Blue/Medium,1.0
Y7M581IO,Monitor,,18.0,1.0,17x6x8 cm,2023-07-30,2024-01-01,Green/Large,4.0
2DANK88R,Smartphone,96.25,11.0,2.0,16x15x18 cm,2023-03-15,2024-01-01,Green/Large,2.0
QTJH6FEN,Monitor,498.19,94.0,2.0,16x11x17 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
QSS2WJXH,Monitor,310.23,89.0,3.0,15x9x18 cm,2023-01-01,2025-01-01,Green/Large,5.0
K3WA5S0H,Monitor,241.52,,,5x8x14 cm,2023-07-30,2026-01-01,Blue/Medium,5.0
EBRLE49N,Monitor,330.67,,3.0,12x5x5 cm,2023-01-01,2025-01-01,Green/Large,2.0
5WP2H81P,Smartphone,248.45,35.0,2.0,10x13x6 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
UXWLU8BT,Headphones,22.14,35.0,3.0,18x18x14 cm,2023-03-15,2026-01-01,Red/Small,4.0
PNEHCIWN,Laptop,100.77,54.0,2.0,15x16x17 cm,2023-01-01,2024-01-01,Green/Large,4.0
07KXWS2D,Laptop,499.84,78.0,3.0,15x6x15 cm,2023-07-30,2025-01-01,Red/Small,5.0
EDF07CHO,Headphones,140.23,56.0,1.0,11x11x8 cm,2023-01-01,2024-01-01,Green/Large,4.0
XZFXZRPR,Monitor,245.9,78.0,2.0,6x10x5 cm,2023-03-15,2025-01-01,Red/Small,4.0
U3GM987S,Smartphone,248.96,88.0,1.0,19x14x10 cm,2023-07-30,2024-01-01,Red/Small,5.0
CW5WZ65M,Laptop,379.27,,,16x11x7 cm,2023-07-30,2025-01-01,Blue/Medium,
J1K2CGLL,Monitor,193.92,,3.0,8x5x7 cm,2023-07-30,2025-01-01,Red/Small,
EA3GDX4D,Headphones,357.85,16.0,2.0,17x8x6 cm,2023-01-01,2024-01-01,Blue/Medium,
MC0LFPTL,Smartphone,261.95,66.0,2.0,10x14x17 cm,2023-07-30,2025-01-01,Red/Small,5.0
9FRCV5TL,Laptop,417.18,,2.0,15x9x20 cm,2023-01-01,2024-01-01,Blue/Medium,5.0
8WF6UGN9,Smartphone,424.26,39.0,3.0,7x14x5 cm,2023-07-30,2025-01-01,Red/Small,2.0
TIH8VIQT,Headphones,302.53,31.0,2.0,10x12x12 cm,2023-07-30,2024-01-01,Blue/Medium,
8XH0IVR2,Laptop,367.11,83.0,3.0,13x9x9 cm,2023-01-01,2025-01-01,Red/Small,1.0
4MY0ECFS,Smartphone,276.89,66.0,2.0,20x20x7 cm,2023-07-30,2026-01-01,Green/Large,5.0
FRFGDT58,Smartphone,,79.0,2.0,12x10x17 cm,2023-03-15,2025-01-01,Blue/Medium,
E5NB8JYR,Smartphone,456.26,80.0,3.0,14x12x11 cm,2023-07-30,2024-01-01,Red/Small,5.0
02EZJQYR,Monitor,259.64,24.0,2.0,18x6x11 cm,2023-07-30,2026-01-01,Green/Large,2.0
J0AGVO9T,Headphones,468.63,25.0,3.0,16x8x16 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
8VMBJDJP,Laptop,367.96,30.0,3.0,13x12x12 cm,2023-01-01,2024-01-01,Green/Large,1.0
GE1GC3F7,Smartphone,54.67,18.0,1.0,19x7x15 cm,2023-03-15,2024-01-01,Green/Large,5.0
ELGR3HDH,Headphones,318.93,33.0,2.0,9x17x19 cm,2023-07-30,2024-01-01,Blue/Medium,
8WJ9EK56,Headphones,474.25,73.0,,12x5x13 cm,2023-07-30,2026-01-01,Blue/Medium,3.0
B0BC1NGD,Monitor,284.71,97.0,,6x14x13 cm,2023-07-30,2026-01-01,Red/Small,
PPNAJOVA,Smartphone,171.65,59.0,,14x15x7 cm,2023-03-15,2025-01-01,Red/Small,1.0
JLZSRAYD,Monitor,385.26,11.0,3.0,10x17x7 cm,2023-01-01,2026-01-01,Green/Large,2.0
NCIZRENN,Headphones,301.79,94.0,2.0,20x7x20 cm,2023-07-30,2024-01-01,Red/Small,4.0
BU4MJYWE,Laptop,415.9,74.0,1.0,19x17x15 cm,2023-01-01,2026-01-01,Blue/Medium,5.0
ZGDLDYTY,Smartphone,225.08,2.0,3.0,18x10x19 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
ZPFFAJHU,Headphones,,20.0,2.0,15x19x20 cm,2023-01-01,2025-01-01,Blue/Medium,
LTA03QU7,Headphones,416.66,39.0,1.0,5x9x20 cm,2023-03-15,2026-01-01,Red/Small,5.0
GX888MLK,Laptop,391.23,,2.0,14x18x16 cm,2023-03-15,2026-01-01,Red/Small,1.0
267T7KNN,Smartphone,34.85,66.0,1.0,11x16x17 cm,2023-07-30,2026-01-01,Green/Large,4.0
GJ1KSRCH,Smartphone,444.29,,2.0,6x17x6 cm,2023-03-15,2025-01-01,Red/Small,4.0
EYBBSQ7T,Headphones,260.61,86.0,2.0,18x5x10 cm,2023-03-15,2025-01-01,Green/Large,
ZP41CUVP,Headphones,212.67,3.0,1.0,9x9x13 cm,2023-01-01,2025-01-01,Blue/Medium,4.0
4IPPPEOW,Headphones,250.9,16.0,1.0,18x13x6 cm,2023-07-30,2025-01-01,Green/Large,1.0
3JANNFE2,Monitor,204.22,58.0,,13x20x11 cm,2023-01-01,2024-01-01,Green/Large,3.0
22MJKGJ1,Laptop,117.06,,3.0,20x10x11 cm,2023-01-01,2025-01-01,Red/Small,2.0
F7M0CH84,Headphones,,35.0,2.0,8x20x20 cm,2023-07-30,2024-01-01,Red/Small,1.0
AL4IK4J6,Smartphone,211.24,97.0,2.0,17x15x17 cm,2023-01-01,2026-01-01,Red/Small,
A1FZJPNY,Laptop,294.23,76.0,3.0,14x8x18 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
WZT9DE3V,Smartphone,223.07,,1.0,5x8x5 cm,2023-03-15,2024-01-01,Red/Small,3.0
SZ88O5AH,Laptop,141.84,88.0,1.0,20x6x15 cm,2023-07-30,2024-01-01,Blue/Medium,2.0
QL0SBN8Z,Monitor,,,,5x20x19 cm,2023-07-30,2026-01-01,Green/Large,2.0
142JTFYI,Laptop,,,1.0,9x9x12 cm,2023-01-01,2026-01-01,Red/Small,3.0
PPZ92SX1,Headphones,,82.0,1.0,18x7x19 cm,2023-03-15,2024-01-01,Red/Small,
NH13SSJU,Monitor,226.71,48.0,3.0,17x17x8 cm,2023-07-30,2024-01-01,Green/Large,4.0
QT63WGQJ,Smartphone,,14.0,3.0,6x16x8 cm,2023-01-01,2026-01-01,Green/Large,
HKQWPKSB,Smartphone,276.3,,2.0,10x13x7 cm,2023-01-01,2026-01-01,Green/Large,2.0
36SMHPDP,Monitor,367.66,98.0,2.0,18x14x6 cm,2023-07-30,2024-01-01,Green/Large,3.0
X2XEJXQN,Laptop,,11.0,1.0,15x16x7 cm,2023-07-30,2026-01-01,Green/Large,3.0
CWM02PFG,Laptop,18.32,86.0,3.0,15x5x11 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
C3BZ95F0,Laptop,237.69,,1.0,8x10x15 cm,2023-01-01,2025-01-01,Red/Small,3.0
XTJCXL2O,Smartphone,,70.0,3.0,13x20x8 cm,2023-07-30,2026-01-01,Red/Small,1.0
C92UGJ4H,Headphones,369.72,37.0,2.0,11x12x20 cm,2023-03-15,2024-01-01,Blue/Medium,5.0
18V27PTR,Monitor,293.22,68.0,3.0,13x9x16 cm,2023-01-01,2025-01-01,Red/Small,1.0
JF5SQQIZ,Smartphone,108.05,62.0,3.0,8x15x16 cm,2023-01-01,2024-01-01,Green/Large,
TJIGBS1M,Monitor,200.91,90.0,1.0,8x20x9 cm,2023-07-30,2026-01-01,Green/Large,
OW8HZOJS,Smartphone,415.04,32.0,1.0,7x14x5 cm,2023-03-15,2024-01-01,Red/Small,1.0
NBI9E47O,Headphones,330.75,26.0,2.0,10x9x7 cm,2023-03-15,2024-01-01,Red/Small,4.0
1CL55SU0,Headphones,384.72,85.0,3.0,11x8x12 cm,2023-07-30,2026-01-01,Green/Large,4.0
943L98SD,Monitor,,,1.0,17x17x16 cm,2023-07-30,2025-01-01,Blue/Medium,
HI6HEBM8,Laptop,,,1.0,19x9x18 cm,2023-03-15,2025-01-01,Green/Large,1.0
YZGQ9NET,Headphones,42.09,66.0,1.0,19x20x18 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
7XQP2M53,Smartphone,330.8,91.0,2.0,13x9x6 cm,2023-03-15,2025-01-01,Blue/Medium,1.0
FFOSEYWQ,Monitor,,,2.0,12x15x18 cm,2023-01-01,2026-01-01,Red/Small,
P3MK2LKK,Laptop,290.21,,2.0,13x12x20 cm,2023-03-15,2025-01-01,Green/Large,1.0
5732812M,Monitor,342.56,19.0,2.0,8x8x11 cm,2023-07-30,2026-01-01,Blue/Medium,5.0
BD1J1ZE3,Headphones,496.12,40.0,2.0,16x18x17 cm,2023-07-30,2025-01-01,Green/Large,
Z9KRVBUL,Smartphone,115.35,7.0,3.0,8x12x6 cm,2023-07-30,2026-01-01,Blue/Medium,3.0
6YUDJH5E,Headphones,476.96,68.0,3.0,13x19x9 cm,2023-01-01,2026-01-01,Green/Large,3.0
2VHWEBYY,Headphones,256.55,23.0,2.0,11x13x10 cm,2023-07-30,2024-01-01,Blue/Medium,5.0
T1I8OH8J,Monitor,156.42,62.0,1.0,19x17x6 cm,2023-03-15,2025-01-01,Blue/Medium,1.0
R6ZABT1B,Laptop,197.65,45.0,3.0,16x12x14 cm,2023-07-30,2024-01-01,Red/Small,3.0
OYPLPM2O,Laptop,463.78,49.0,1.0,10x14x17 cm,2023-07-30,2024-01-01,Red/Small,
7PBDAV16,Monitor,443.88,61.0,3.0,16x20x10 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
47431B4M,Headphones,15.69,16.0,3.0,14x16x12 cm,2023-07-30,2024-01-01,Green/Large,5.0
HRYW994B,Laptop,,,1.0,9x6x20 cm,2023-07-30,2025-01-01,Blue/Medium,
ICOA58SM,Monitor,127.28,51.0,2.0,8x13x20 cm,2023-07-30,2025-01-01,Green/Large,1.0
1VOMV791,Monitor,180.88,71.0,2.0,5x15x9 cm,2023-07-30,2026-01-01,Red/Small,1.0
GEEBTE62,Smartphone,214.58,18.0,1.0,8x17x12 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
JRPAUTIM,Laptop,,66.0,1.0,9x14x8 cm,2023-03-15,2025-01-01,Blue/Medium,4.0
UCF8DFFL,Monitor,130.88,17.0,2.0,10x7x18 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
HVP6Y673,Monitor,12.35,26.0,1.0,17x16x5 cm,2023-03-15,2024-01-01,Green/Large,2.0
WSLNB6O5,Laptop,173.95,52.0,3.0,14x8x8 cm,2023-01-01,2025-01-01,Green/Large,1.0
473VRLL7,Headphones,426.02,57.0,1.0,17x17x16 cm,2023-07-30,2024-01-01,Green/Large,4.0
9Q6QXYBJ,Headphones,337.67,38.0,2.0,7x11x9 cm,2023-03-15,2026-01-01,Green/Large,3.0
QUEF1WRN,Laptop,451.48,26.0,1.0,16x5x18 cm,2023-01-01,2025-01-01,Green/Large,1.0
QW9NWA4K,Laptop,405.7,2.0,,8x12x11 cm,2023-07-30,2025-01-01,Green/Large,2.0
BSN8AJ9J,Smartphone,99.7,72.0,3.0,17x5x11 cm,2023-01-01,2025-01-01,Green/Large,4.0
0TR9QFZH,Headphones,371.61,37.0,,12x5x11 cm,2023-03-15,2026-01-01,Green/Large,4.0
XHRVK88G,Smartphone,395.73,44.0,1.0,18x5x15 cm,2023-03-15,2026-01-01,Blue/Medium,1.0
XPKD3831,Smartphone,32.15,95.0,,14x13x15 cm,2023-03-15,2026-01-01,Green/Large,1.0
IQOIONE9,Headphones,420.73,47.0,1.0,6x20x10 cm,2023-07-30,2025-01-01,Green/Large,2.0
2ZMXNKZ2,Headphones,116.94,74.0,2.0,10x5x7 cm,2023-03-15,2025-01-01,Green/Large,4.0
LXADTC9U,Monitor,117.18,80.0,,19x18x11 cm,2023-03-15,2025-01-01,Red/Small,5.0
IE94DNCU,Monitor,21.45,,,5x16x13 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
NZZLIGX1,Smartphone,350.97,58.0,1.0,20x6x9 cm,2023-03-15,2025-01-01,Green/Large,5.0
OVILXYLK,Smartphone,336.35,67.0,,19x14x18 cm,2023-03-15,2024-01-01,Red/Small,3.0
A1XZ8SQH,Smartphone,,,3.0,20x5x17 cm,2023-03-15,2025-01-01,Red/Small,3.0
FZRWX77V,Headphones,246.74,26.0,2.0,18x12x20 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
594ENDIU,Monitor,16.42,19.0,2.0,18x8x19 cm,2023-01-01,2024-01-01,Blue/Medium,5.0
N2P7G8FR,Headphones,27.71,,2.0,10x8x13 cm,2023-01-01,2024-01-01,Red/Small,3.0
KIKDATUO,Smartphone,251.24,45.0,2.0,10x5x19 cm,2023-07-30,2024-01-01,Blue/Medium,5.0
AUQMX9H0,Laptop,181.36,75.0,3.0,13x20x11 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
7POUQO7A,Monitor,486.14,47.0,1.0,5x15x11 cm,2023-03-15,2026-01-01,Red/Small,1.0
1HSN14NQ,Monitor,,27.0,3.0,9x7x14 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
KQTRQERZ,Headphones,11.29,28.0,2.0,9x17x10 cm,2023-01-01,2024-01-01,Green/Large,
TAU25NCP,Smartphone,,,,11x5x9 cm,2023-03-15,2026-01-01,Red/Small,
B6MW1LI8,Headphones,,76.0,2.0,17x9x19 cm,2023-07-30,2026-01-01,Green/Large,4.0
UWH5LDT4,Headphones,297.3,83.0,2.0,11x16x11 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
IL4M71IL,Laptop,190.48,30.0,1.0,20x10x9 cm,2023-03-15,2026-01-01,Blue/Medium,2.0
0IDKJT7Q,Laptop,193.09,82.0,3.0,20x18x6 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
8Y09500Q,Smartphone,246.29,75.0,3.0,20x6x16 cm,2023-03-15,2026-01-01,Red/Small,2.0
X6DFRSFR,Headphones,451.04,92.0,3.0,11x19x15 cm,2023-01-01,2026-01-01,Red/Small,5.0
DS7611G3,Monitor,,32.0,2.0,9x17x20 cm,2023-03-15,2024-01-01,Blue/Medium,
VU6OAGJR,Laptop,231.27,48.0,1.0,6x14x16 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
AUVT2HD1,Headphones,26.69,26.0,1.0,11x11x9 cm,2023-03-15,2025-01-01,Red/Small,
VURN6AZL,Monitor,100.96,59.0,1.0,11x5x7 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
SUDR8LN8,Headphones,275.64,37.0,2.0,8x14x5 cm,2023-01-01,2024-01-01,Green/Large,2.0
VRLJJU60,Smartphone,316.24,4.0,,17x8x8 cm,2023-07-30,2025-01-01,Red/Small,2.0
IOBG8AXS,Laptop,,1.0,1.0,13x10x7 cm,2023-01-01,2026-01-01,Red/Small,2.0
66T1Q4II,Smartphone,105.22,20.0,1.0,15x8x17 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
KYXFUSKI,Monitor,175.93,,2.0,12x8x17 cm,2023-03-15,2026-01-01,Green/Large,2.0
CDSCWI3F,Laptop,384.47,15.0,2.0,8x9x10 cm,2023-01-01,2025-01-01,Red/Small,4.0
TGV8OLZN,Monitor,244.29,28.0,1.0,19x15x6 cm,2023-07-30,2026-01-01,Green/Large,
BL2XCYIA,Laptop,400.76,35.0,,19x20x11 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
39AHCXYW,Smartphone,217.1,71.0,,5x7x12 cm,2023-07-30,2026-01-01,Red/Small,4.0
30M0LV11,Laptop,48.53,25.0,3.0,18x17x12 cm,2023-07-30,2026-01-01,Red/Small,1.0
HUML2Q09,Monitor,239.76,20.0,3.0,17x18x18 cm,2023-01-01,2024-01-01,Green/Large,4.0
RNEGXN6W,Smartphone,,,2.0,9x9x15 cm,2023-07-30,2024-01-01,Red/Small,
K7TFY5BV,Smartphone,229.65,32.0,3.0,6x8x14 cm,2023-01-01,2024-01-01,Red/Small,
4FON5YW9,Laptop,213.43,64.0,3.0,13x12x14 cm,2023-03-15,2025-01-01,Red/Small,1.0
WUTGTS3L,Smartphone,187.88,23.0,1.0,12x19x11 cm,2023-07-30,2026-01-01,Green/Large,3.0
56BS857W,Smartphone,369.24,49.0,1.0,18x15x16 cm,2023-01-01,2024-01-01,Red/Small,
7G0LBADM,Laptop,,2.0,1.0,20x14x18 cm,2023-01-01,2026-01-01,Blue/Medium,4.0
VSHBW9YK,Smartphone,404.55,64.0,2.0,19x18x12 cm,2023-01-01,2024-01-01,Red/Small,1.0
RUQLT1J0,Monitor,297.35,44.0,1.0,5x20x16 cm,2023-01-01,2025-01-01,Green/Large,3.0
4B87IORS,Laptop,122.86,37.0,3.0,16x18x16 cm,2023-03-15,2024-01-01,Red/Small,1.0
PFUVCMVS,Headphones,362.87,,1.0,14x10x8 cm,2023-03-15,2025-01-01,Green/Large,2.0
MN41U1JH,Smartphone,415.49,26.0,,18x18x11 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
0WSS21Y5,Smartphone,257.7,11.0,3.0,14x19x7 cm,2023-01-01,2026-01-01,Blue/Medium,
LYN0Q6N0,Smartphone,378.51,49.0,3.0,6x8x8 cm,2023-01-01,2025-01-01,Blue/Medium,
UZQZT9RE,Monitor,351.69,40.0,3.0,5x10x10 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
0I6R38G3,Laptop,349.85,45.0,2.0,15x11x10 cm,2023-03-15,2024-01-01,Red/Small,5.0
XIH68CNE,Monitor,475.05,,1.0,17x18x17 cm,2023-03-15,2025-01-01,Blue/Medium,
X472PFED,Smartphone,258.82,52.0,2.0,16x17x16 cm,2023-07-30,2025-01-01,Green/Large,4.0
